page,term,snippet
27,sounding,"required to constrain surface statistical echo properties to discern porous or impermeable ice and liquid or frozen brines or brine-soaked ice. The 10 km/27.5 km comes from the requirement that a patch must be at least ﬁve times the along-track resolution of sounding measurements (2 km/5.5 km) for sufﬁcient sampling. This requirement assumes that >1000 samples will be collected over the 10 km/27.5 km re- gion for statistical robustness. Although HF has a reduced along-track resolution compared to VHF, it has a higher capa"
27,sounding,"the 10 km/27.5 km re- gion for statistical robustness. Although HF has a reduced along-track resolution compared to VHF, it has a higher capacity and robustness to penetrate deeper regions where liquid water may be present. This HF requirement is optimized forsounding. HF and VHF operate as complementary wavelengths. 3.5 ClutterDiscrimination REASON’s VHF beam pattern (Fig. 25) is such that echoes from cross-track, off-nadir sur- face features can arrive at the spacecraft and be recorded at the same time as nadir subsur- f"
27,sounding,"ved echoes originate from a subsurface target of interest or a surface feature. As such, in order to properly interpret the resulting radargrams, it is important that these “clutter” features be discriminated from subsurface nadir targets. For the VHF shallow sounding and interferometry measurements in the Shallow Subsurface and Full Depth Sub- surface Exchange datasets, the REASON VHF will discriminate between surface clutter and subsurface nadir features longer than 10 km at observation depths between the near-surface bl"
27,measurement,"to constrain surface statistical echo properties to discern porous or impermeable ice and liquid or frozen brines or brine-soaked ice. The 10 km/27.5 km comes from the requirement that a patch must be at least ﬁve times the along-track resolution of sounding measurements (2 km/5.5 km) for sufﬁcient sampling. This requirement assumes that >1000 samples will be collected over the 10 km/27.5 km re- gion for statistical robustness. Although HF has a reduced along-track resolution compared to VHF, it has a higher capacity and rob"
27,measurement,"subsurface target of interest or a surface feature. As such, in order to properly interpret the resulting radargrams, it is important that these “clutter” features be discriminated from subsurface nadir targets. For the VHF shallow sounding and interferometry measurements in the Shallow Subsurface and Full Depth Sub- surface Exchange datasets, the REASON VHF will discriminate between surface clutter and subsurface nadir features longer than 10 km at observation depths between the near-surface blind zone to 3 km for greater th"
28,altitude,"power are within 5 dB of each other (coherent/incoherent power ratio between − 5 dB and 5 dB), the uncertainty is relatively stable and corresponds to a bias on the predicted coherent and incoherent power of less than 1 dB (Grima et al. 2022b). The spacecraft altitude will also inﬂuence the co- herent/incoherent balance since geometric spreading affects each term differently (Haynes et al. 2018b). Additional uncertainty will come from the strategy for absolute radiometric calibration (e.g., recording returns from well-char"
28,sounding,"g., recording returns from well-characterized terrains (Grima et al. 2014a)o r listening to well-characterized radio noise (Gerekos et al. 2024)). 3.7 RadiometricStability The radiometric stability requirements ensure the ability to measure relative power for sounding to track variations in subsurface attenuation, accounting for drifts that could occur over a ﬂyby and over shortened timescales. Attenuation as a function of depth within the ice shell can tell us about the structure of heat transfer and compositional variati"
28,measurement,"B, permittivity: ∼ 3.15) and ice at pore close-off (reﬂectivity: − 12 dB, permittivity: ∼ 2.8) (Grima et al. 2014a). We note that there is uncertainty in the empirical laws used to relate density and permittivity, which could be addressed by future laboratory measurements (Sect. 9.1.1). Because the 1-dB precision and accuracy requirement is imposed on the total power mea- sured by the receiver, this does not represent the precision and accuracy of the coherent and incoherent power derived from reﬂectometry, which is ultimatel"
28,measurement,"ng a groundtrack. For a subsurface interface that changes 1 km in depth over tens of kilometers, a change in attenuation rate of 2 dB/km due to thermal/compositional variations requires 2 dB radiometric stability. 4 Veriﬁcation&Validation(V&V)forRequirementsonMeasurement Quality 4.1 OverviewofScienceV&VApproach Europa’s ice shell is a challenging target from the perspective of developing, verifying, and validating requirements for an ice-penetrating radar. REASON’s baseline measure- ment techniques and requirements on measure"
28,measurement,"urement Quality 4.1 OverviewofScienceV&VApproach Europa’s ice shell is a challenging target from the perspective of developing, verifying, and validating requirements for an ice-penetrating radar. REASON’s baseline measure- ment techniques and requirements on measurement quality are sensitive to properties of Europa, many of which are poorly constrained and continue to be debated. The permittivity (ε= ε ′ − jε′′) governs the radar signal attenuation, contrasts in permittivity produce reﬂec- tions, and rough interfaces and the"
28,measurement,"be debated. The permittivity (ε= ε ′ − jε′′) governs the radar signal attenuation, contrasts in permittivity produce reﬂec- tions, and rough interfaces and the presence of voids can induce scattering losses. These phenomena govern the ability for a particular measurement to be successful for a given instrument performance."
29,sounding,"RadarforEuropaAssessmentandSounding: OceantoNear-Surface... Page29of91 51 Given the lack of constraints on the properties of Europa, an extremely wide parameter space of possible Europas currently exists. To ensure that REASON requirements on mea- surement quality are robust for a selection of"
29,sounding,"lasses: one which applies to the surface and near-surface and another which applies to the subsurface. The near-surface regime modes only vary in the Altimetry and Reﬂectometry EPM, since the variations in the properties of the near-surface are not relevant tosounding the subsurface. Two regimes that are not included here are iono- spheric dispersion and Jovian noise. Ionospheric dispersion causes a proportional delay in the echo receive time (much greater for HF than VHF) (Grima et al. 2015), and decametric noise from Jup"
29,altimetry,"e summarized in Table 4 and described in Sects. 4.2.1–4.2.10.W ed i v i d e the geophysical regimes into two classes: one which applies to the surface and near-surface and another which applies to the subsurface. The near-surface regime modes only vary in the Altimetry and Reﬂectometry EPM, since the variations in the properties of the near-surface are not relevant tosounding the subsurface. Two regimes that are not included here are iono- spheric dispersion and Jovian noise. Ionospheric dispersion causes a proportional del"
